mountain_no,mountain_name,assignment_status,review_category,proposed_lat,proposed_lon,proposed_ele_m,proposed_coordinate_source,proposed_summit_candidate_id,source_gpx_basename,distance_gemini_to_gpx_candidate_m,distance_csv_to_proposed_m,elevation_diff_csv_to_proposed_m,confidence,needs_human_review,review_reason_codes,notes
397,竜王山,assigned,gemini_only_coordinate_review,33.376944,132.531389,460,gemini_only,,,0,,0,0.95,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
398,岳山,assigned,gemini_only_coordinate_review,33.535833,132.610556,606,gemini_only,,,0,,0,0.96,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
399,一ヶ森,assigned,gemini_only_coordinate_review,33.528333,132.611389,597,gemini_only,,,0,,0,0.95,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
400,愛の森,assigned,gemini_only_coordinate_review,33.506667,132.593611,466,gemini_only,,,0,,0,0.95,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
401,京の森,assigned,gemini_only_coordinate_review,33.532778,132.631667,545,gemini_only,,,0,,0,0.94,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
402,大迫山,assigned,gemini_only_coordinate_review,33.543333,132.628889,559,gemini_only,,,0,,0,0.94,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
403,船山,assigned,gemini_only_coordinate_review,33.666944,132.813611,910,gemini_only,,,0,,0,0.96,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
407,五十崎神南山,assigned,gemini_only_coordinate_review,33.541389,132.585556,710,gemini_only,,,0,,0,0.99,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
409,小屋山,assigned,gemini_only_coordinate_review,33.376111,132.730278,1344,gemini_only,,,0,,0,0.97,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
410,丸石山,assigned,gemini_only_coordinate_review,33.385556,132.731389,1327,gemini_only,,,0,,0,0.95,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
411,野地峰,assigned,gemini_only_coordinate_review,33.840278,133.585556,1279,gemini_only,,,0,,0,0.99,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
412,黒岩山,assigned,gemini_only_coordinate_review,33.829167,133.593333,1350,gemini_only,,,0,,0,0.96,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
413,大野山,assigned,gemini_only_coordinate_review,33.825556,133.606389,1400,gemini_only,,,0,,0,0.96,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
414,水なし山,assigned,gemini_only_coordinate_review,33.474444,132.964444,1406,gemini_only,,,0,,0,0.95,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
418,伊吹山,assigned,gemini_only_coordinate_review,33.773889,133.155556,1503,gemini_only,,,0,,0,0.99,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
419,小牛城,assigned,gemini_only_coordinate_review,33.391389,132.711111,1142,gemini_only,,,0,,0,0.94,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
423,鶴ノ子ノ頭,assigned,gemini_only_coordinate_review,33.714444,133.102222,1637,gemini_only,,,0,,0,0.98,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
426,前社ヶ森,assigned,gemini_only_coordinate_review,33.766389,133.151111,1592,gemini_only,,,0,,0,0.98,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
432,三つ足山,assigned,gemini_only_coordinate_review,33.819444,133.580556,1452,gemini_only,,,0,,0,0.95,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
433,大森山,assigned,gemini_only_coordinate_review,33.821111,133.626389,1433,gemini_only,,,0,,0,0.98,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
434,佐々連尾山,assigned,gemini_only_coordinate_review,33.823611,133.642778,1404,gemini_only,,,0,,0,0.99,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
444,紅葉山,assigned,gemini_only_coordinate_review,33.518611,132.561111,376,gemini_only,,,0,,0,0.95,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
446,池ノ城山,assigned,gemini_only_coordinate_review,33.528333,132.684167,589,gemini_only,,,0,,0,0.96,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
449,御在所山,assigned,gemini_only_coordinate_review,33.501389,132.511111,668,gemini_only,,,0,,0,0.96,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
450,高雄山,assigned,gemini_only_coordinate_review,33.353611,132.423611,388,gemini_only,,,0,,0,0.97,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
454,竜王の峰,assigned,gemini_only_coordinate_review,33.376944,132.613889,534,gemini_only,,,0,,0,0.95,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
455,船ヶ迫岳,assigned,gemini_only_coordinate_review,33.552778,132.653889,631,gemini_only,,,0,,0,0.96,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
456,鎌倉山,assigned,gemini_only_coordinate_review,33.565278,132.685556,681,gemini_only,,,0,,0,0.98,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
459,高森山,assigned,gemini_only_coordinate_review,33.335556,132.546111,634,gemini_only,,,0,,0,0.96,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
461,尻高峰,assigned,gemini_only_coordinate_review,33.525556,132.471667,566,gemini_only,,,0,,0,0.97,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
462,鞍掛山,assigned,gemini_only_coordinate_review,33.513511,132.446864,629,gemini_only,,,0,,0,0.96,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
463,大畑山,assigned,gemini_only_coordinate_review,33.535972,132.41725,645,gemini_only,,,0,,0,0.95,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
465,権現山,assigned,gemini_only_coordinate_review,33.483472,132.399583,364,gemini_only,,,0,,0,0.94,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
466,大森山,assigned,gemini_only_coordinate_review,33.479528,132.531278,729,gemini_only,,,0,,0,0.96,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
467,高森山,assigned,gemini_only_coordinate_review,33.435778,132.529806,819,gemini_only,,,0,,0,0.98,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
469,寒台山,assigned,gemini_only_coordinate_review,33.513472,132.748694,895,gemini_only,,,0,,0,0.95,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
470,鎧掛山,assigned,gemini_only_coordinate_review,33.447556,132.508583,788,gemini_only,,,0,,0,0.96,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
471,花見山,assigned,gemini_only_coordinate_review,33.835833,132.793889,23,gemini_only,,,0,,0,0.94,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
472,剣ノ山,assigned,gemini_only_coordinate_review,33.992222,133.729167,1105,gemini_only,,,0,,0,0.97,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
473,三傍示山,assigned,gemini_only_coordinate_review,33.984167,133.716111,1157,gemini_only,,,0,,0,0.98,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
479,四本松,assigned,gemini_only_coordinate_review,33.161111,132.580556,721,gemini_only,,,0,,0,0.95,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
484,軽ノ山,assigned,gemini_only_coordinate_review,33.982222,132.793889,171,gemini_only,,,0,,0,0.94,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
485,野津子山,assigned,gemini_only_coordinate_review,33.978889,132.791111,144,gemini_only,,,0,,0,0.94,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
488,大ノ森,assigned,gemini_only_coordinate_review,33.593889,132.964444,1320,gemini_only,,,0,,0,0.96,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
490,妙見森,assigned,gemini_only_coordinate_review,33.535556,132.905556,1325,gemini_only,,,0,,0,0.96,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
491,笹峠山,assigned,gemini_only_coordinate_review,33.504167,132.846389,954,gemini_only,,,0,,0,0.95,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
493,三郷の辻,assigned,gemini_only_coordinate_review,33.626944,132.991667,931,gemini_only,,,0,,0,0.96,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
494,権現山,assigned,gemini_only_coordinate_review,33.945833,132.784722,117,gemini_only,,,0,,0,0.95,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
498,黒森,assigned,gemini_only_coordinate_review,33.805556,132.941667,903,gemini_only,,,0,,0,0.95,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
499,台ヶ森,assigned,gemini_only_coordinate_review,33.778611,133.155556,1501,gemini_only,,,0,,0,0.96,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
501,大森山,assigned,gemini_only_coordinate_review,33.782402,133.153201,1399,gemini_only,,,0,0,0,1,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
502,うつむき山,assigned,gemini_only_coordinate_review,33.568889,132.755111,535,gemini_only,,,0,0,0,1,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
503,妙見山,assigned,gemini_only_coordinate_review,33.559167,132.600056,535,gemini_only,,,0,0,0,1,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
504,鉢が森,assigned,gemini_only_coordinate_review,33.399236,132.615513,552,gemini_only,,,0,0,0,1,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
505,高山寺山,assigned,gemini_only_coordinate_review,33.522925,132.510191,561,gemini_only,,,0,0,0,1,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
506,陣ヶ森,assigned,gemini_only_coordinate_review,33.590092,132.709728,565,gemini_only,,,0,0,0,1,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
507,牛ヶ首,assigned,gemini_only_coordinate_review,33.92209,133.35514,584,gemini_only,,,0,0,0,1,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
508,三石山,assigned,gemini_only_coordinate_review,33.568778,132.856417,616,gemini_only,,,0,0,0,1,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
509,感応寺山,assigned,gemini_only_coordinate_review,33.561222,132.579639,688,gemini_only,,,0,0,0,1,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
510,水無権現,assigned,gemini_only_coordinate_review,33.612515,132.72112,703,gemini_only,,,0,0,0,1,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
511,秋葉山,assigned,gemini_only_coordinate_review,33.596611,132.606278,722,gemini_only,,,0,0,0,1,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
512,黒山,assigned,gemini_only_coordinate_review,33.638972,132.610639,729,gemini_only,,,0,0,0,1,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
513,大野山,assigned,gemini_only_coordinate_review,33.423639,132.552972,800,gemini_only,,,0,0,0,1,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
514,棟山,assigned,gemini_only_coordinate_review,33.622639,132.6035,808,gemini_only,,,0,0,0,1,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
515,星ヶ森,assigned,gemini_only_coordinate_review,33.835478,133.107797,820,gemini_only,,,0,0,0,1,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
516,草屋敷,assigned,gemini_only_coordinate_review,33.606248,132.614092,824,gemini_only,,,0,0,0,1,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
517,大熊山,assigned,gemini_only_coordinate_review,33.767056,132.938056,856,gemini_only,,,0,0,0,1,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
519,蒲山,assigned,gemini_only_coordinate_review,33.645583,132.76275,873,gemini_only,,,0,0,0,1,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
520,牛ノ峯,assigned,gemini_only_coordinate_review,33.656753,132.649133,895,gemini_only,,,0,0,0,1,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
521,小森,assigned,gemini_only_coordinate_review,33.791278,133.154833,932,gemini_only,,,0,0,0,1,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
522,辻ヶ峰,assigned,gemini_only_coordinate_review,33.891811,133.292249,957,gemini_only,,,0,0,0,1,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
523,常住,assigned,gemini_only_coordinate_review,33.781833,133.169194,984,gemini_only,,,0,0,0,1,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
524,熊鷹山,assigned,gemini_only_coordinate_review,33.910568,133.401798,1095,gemini_only,,,0,0,0,1,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
525,櫛ヶ峰,assigned,gemini_only_coordinate_review,33.867577,133.222072,1112,gemini_only,,,0,0,0,1,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
526,大旗山,assigned,gemini_only_coordinate_review,33.507467,132.828131,1184,gemini_only,,,0,0,0,1,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
527,兵庫山,assigned,gemini_only_coordinate_review,33.84801,133.50827,1303,gemini_only,,,0,0,0,1,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
528,生之越,assigned,gemini_only_coordinate_review,33.466177,132.958796,1310,gemini_only,,,0,0,0,1,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
529,玉取山,assigned,gemini_only_coordinate_review,33.863523,133.526051,1330,gemini_only,,,0,0,0,1,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
530,三ヶ森,assigned,gemini_only_coordinate_review,33.803672,132.06812,1377,gemini_only,,,0,92396.9,0,1,true,gemini_only_coordinate;csv_coordinate_mismatch,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
531,扇山,assigned,gemini_only_coordinate_review,33.8244,133.214509,1392,gemini_only,,,0,0,0,1,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
