"mountain_no","mountain_name","stage21_supported","stage21_top_candidate","stage23_top_candidate","stage25_active","is_marker","diagnostic_category"
"437","","false","summit-candidate:f3bf8b21a01f29ef","summit-candidate:f3bf8b21a01f29ef","true","false","stage21_not_supported_insufficient_evidence"
"438","","false","summit-candidate:192b785fe79890e5","summit-candidate:192b785fe79890e5","true","false","stage21_not_supported_insufficient_evidence"
"440","","false","summit-candidate:b319c20dc9ecb5f1","summit-candidate:b319c20dc9ecb5f1","true","false","stage21_not_supported_insufficient_evidence"
"441","","false","summit-candidate:9fe4d21715424f17","summit-candidate:9fe4d21715424f17","true","false","stage21_not_supported_insufficient_evidence"
"442","","false","summit-candidate:8d1f2bd134bed04d","summit-candidate:8d1f2bd134bed04d","true","false","stage21_not_supported_insufficient_evidence"
"443","","false","summit-candidate:b1bd2a482a691bd8","summit-candidate:b1bd2a482a691bd8","true","false","stage21_not_supported_insufficient_evidence"
"447","","false","summit-candidate:e7b64a377534c79e","summit-candidate:e7b64a377534c79e","true","false","stage21_not_supported_insufficient_evidence"
"448","","false","summit-candidate:730e21bca5cdf60d","summit-candidate:730e21bca5cdf60d","true","false","stage21_not_supported_insufficient_evidence"
"451","","false","summit-candidate:1fd59e0e67624706","summit-candidate:1fd59e0e67624706","true","false","stage21_not_supported_insufficient_evidence"
"452","","false","summit-candidate:61304308f9a58d0d","summit-candidate:61304308f9a58d0d","true","false","stage21_not_supported_insufficient_evidence"
"453","","false","summit-candidate:fa9a4432fbf76027","summit-candidate:fa9a4432fbf76027","true","false","stage21_not_supported_insufficient_evidence"
"457","","false","summit-candidate:f39b40bd0d9b0192","summit-candidate:f39b40bd0d9b0192","true","false","stage21_not_supported_insufficient_evidence"
"458","","false","summit-candidate:e55456349660bd14","summit-candidate:e55456349660bd14","true","false","stage21_not_supported_insufficient_evidence"
"459","","false","summit-candidate:a9b00b48e0c94eab","summit-candidate:a9b00b48e0c94eab","true","false","stage21_not_supported_insufficient_evidence"
"460","","false","summit-candidate:bd8fda9e743f2008","summit-candidate:bd8fda9e743f2008","true","false","stage21_not_supported_insufficient_evidence"
"461","","false","summit-candidate:6adfa15b8dbd8966","summit-candidate:6adfa15b8dbd8966","true","false","stage21_not_supported_insufficient_evidence"
"464","","false","summit-candidate:6756239601754708","","true","false","stage21_not_supported_insufficient_evidence"
"465","","false","summit-candidate:6756239601754708","summit-candidate:6756239601754708","true","false","stage21_not_supported_insufficient_evidence"
"468","","false","summit-candidate:19ab381ef6c337af","summit-candidate:19ab381ef6c337af","true","false","stage21_not_supported_insufficient_evidence"
"475","","false","summit-candidate:9fe27d7d4a51aa70","summit-candidate:9fe27d7d4a51aa70","true","false","stage21_not_supported_insufficient_evidence"
"476","","false","summit-candidate:c6ea08c2953b4cb8","summit-candidate:c6ea08c2953b4cb8","true","false","stage21_not_supported_insufficient_evidence"
"478","","false","summit-candidate:e8b129f70e703be5","summit-candidate:91ebf1d99654d5b2","true","false","stage21_not_supported_insufficient_evidence"
"480","","false","summit-candidate:e8b129f70e703be5","summit-candidate:e8b129f70e703be5","true","false","stage21_not_supported_insufficient_evidence"
"481","","false","summit-candidate:784df3690acb5365","summit-candidate:784df3690acb5365","true","false","stage21_not_supported_insufficient_evidence"
"482","","false","summit-candidate:eb031d650d8e9a7a","summit-candidate:eb031d650d8e9a7a","true","false","stage21_not_supported_insufficient_evidence"
"483","","false","summit-candidate:ab39145b6a448b8d","summit-candidate:ab39145b6a448b8d","true","false","stage21_not_supported_insufficient_evidence"
"486","","false","summit-candidate:c246a8edb72dbebb","summit-candidate:c246a8edb72dbebb","true","false","stage21_not_supported_insufficient_evidence"
"487","","false","summit-candidate:314bd84876bc3fc3","summit-candidate:314bd84876bc3fc3","true","false","stage21_not_supported_insufficient_evidence"
"489","","false","summit-candidate:f760bededfedfc09","summit-candidate:f760bededfedfc09","true","false","stage21_not_supported_insufficient_evidence"
"492","","false","summit-candidate:d5d39ec66a34deb5","summit-candidate:d5d39ec66a34deb5","true","false","stage21_not_supported_insufficient_evidence"
"495","","false","summit-candidate:d0d3096d540f375e","summit-candidate:d0d3096d540f375e","true","false","stage21_not_supported_insufficient_evidence"
"496","","false","summit-candidate:9e86644a708cb211","summit-candidate:9e86644a708cb211","true","false","stage21_not_supported_insufficient_evidence"
